data_path,label,type
dataset/5x_plexus_kfold_v8_hd5_final/10040_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10041_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10042_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10043_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10044_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10045_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10046_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10047_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10048_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10049_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1004_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/10050_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10051_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10052_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10053_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10054_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10055_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10056_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10057_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10058_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10059_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1005_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/10060_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10061_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10062_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10063_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10064_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10065_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10066_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10067_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10068_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10069_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1006_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10070_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10071_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10072_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10073_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10074_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10075_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10076_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10077_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10078_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10079_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1007_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/10080_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10081_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10082_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10083_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10084_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10085_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10086_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10087_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10088_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10089_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1008_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/10090_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10091_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10092_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10093_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10094_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10095_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10096_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10097_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10098_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10099_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1009_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/100_S00-1910.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10100_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10101_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10102_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10103_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10104_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10105_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10106_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10107_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10108_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10109_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1010_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10110_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10111_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10112_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10113_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10114_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10115_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10116_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10117_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10118_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10119_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1011_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/10120_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10121_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10122_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10123_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10124_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10125_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10126_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10127_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10128_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10129_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1012_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10130_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10131_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10132_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10133_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10134_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10135_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10136_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10137_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10138_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10139_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1013_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10140_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10141_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10142_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10143_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10144_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10145_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10146_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10147_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10148_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10149_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1014_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10150_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10151_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10152_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10153_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10154_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10155_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10156_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10157_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10158_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10159_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1015_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10160_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10161_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10162_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10163_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10164_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10165_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10166_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10167_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10168_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10169_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1016_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10170_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10171_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10172_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10173_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10174_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10175_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10176_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10177_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10178_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10179_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1017_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10180_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10181_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10182_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10183_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10184_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10185_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10186_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10187_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10188_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10189_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1018_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10190_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10191_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10192_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10193_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10194_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10195_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10196_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10197_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10198_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10199_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1019_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/101_S00-1910.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10200_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10201_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10202_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10203_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10204_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10205_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10206_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10207_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10208_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10209_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1020_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10210_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10211_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10212_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10213_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10214_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10215_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10216_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10217_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10218_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10219_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1021_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10220_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10221_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10222_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10223_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10224_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10225_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10226_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10227_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10228_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10229_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1022_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10230_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10231_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10232_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10233_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10234_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10235_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10236_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10237_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10238_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10239_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1023_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/10240_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10241_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10242_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10243_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10244_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10245_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10246_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10247_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10248_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10249_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1024_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10250_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10251_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10252_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10253_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10254_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10255_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10256_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10257_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10258_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10259_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1025_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/10260_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10261_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10262_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10263_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10264_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10265_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10266_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10267_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10268_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10269_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1026_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10270_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10271_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10272_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10273_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10274_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10275_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10276_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10277_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10278_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10279_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1027_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10280_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10281_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10282_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10283_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10284_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10285_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10286_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10287_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10288_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10289_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1028_S02-410.pkl,0,val
dataset/5x_plexus_kfold_v8_hd5_final/10290_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10291_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10292_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10293_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10294_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10295_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10296_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10297_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10298_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10299_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/1029_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/102_S00-1910.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10300_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10301_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10302_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10303_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10304_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10305_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10306_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10307_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/10308_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10309_S14-580.pkl,1,train
dataset/5x_plexus_kfold_v8_hd5_final/1030_S02-410.pkl,1,val
dataset/5x_plexus_kfold_v8_hd5_final/10310_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10311_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10312_S14-580.pkl,0,train
dataset/5x_plexus_kfold_v8_hd5_final/10313_S14-580.pkl,1,train
